subjID,Region,ChaCo_mean,ChaCo_std
1002.0000000000,1.0000000000,0.0000000000,0.0000000000
1003.0000000000,1.0000000000,0.0000004467,0.0000038168
1004.0000000000,1.0000000000,0.0000000000,0.0000000000
1005.0000000000,1.0000000000,0.0000000000,0.0000000000
1006.0000000000,1.0000000000,0.0000000000,0.0000000000
1007.0000000000,1.0000000000,0.0000000000,0.0000000000
1008.0000000000,1.0000000000,0.0000003935,0.0000033623
1009.0000000000,1.0000000000,0.0000000000,0.0000000000
1010.0000000000,1.0000000000,0.0000000000,0.0000000000
1011.0000000000,1.0000000000,0.0000000000,0.0000000000
1012.0000000000,1.0000000000,0.0000000000,0.0000000000
1013.0000000000,1.0000000000,0.0000000000,0.0000000000
1014.0000000000,1.0000000000,0.0000000000,0.0000000000
1015.0000000000,1.0000000000,0.0000036655,0.0000102597
1016.0000000000,1.0000000000,0.0000000000,0.0000000000
1017.0000000000,1.0000000000,0.0000000000,0.0000000000
1018.0000000000,1.0000000000,0.0000000000,0.0000000000
1019.0000000000,1.0000000000,0.0000041935,0.0000118696
1020.0000000000,1.0000000000,0.0000000000,0.0000000000
1021.0000000000,1.0000000000,0.0000000000,0.0000000000
1022.0000000000,1.0000000000,0.0000000000,0.0000000000
1023.0000000000,1.0000000000,0.0000000000,0.0000000000
1024.0000000000,1.0000000000,0.0000000000,0.0000000000
1025.0000000000,1.0000000000,0.0000000000,0.0000000000
1026.0000000000,1.0000000000,0.0000000000,0.0000000000
1027.0000000000,1.0000000000,0.0000000000,0.0000000000
1028.0000000000,1.0000000000,0.0000000000,0.0000000000
1029.0000000000,1.0000000000,0.0000000000,0.0000000000
1030.0000000000,1.0000000000,0.0000000000,0.0000000000
1031.0000000000,1.0000000000,0.0000000000,0.0000000000
1032.0000000000,1.0000000000,0.0000000000,0.0000000000
1033.0000000000,1.0000000000,0.0000000000,0.0000000000
1034.0000000000,1.0000000000,0.0000003712,0.0000031712
1035.0000000000,1.0000000000,0.0000000000,0.0000000000
1036.0000000000,1.0000000000,0.0000000000,0.0000000000
1037.0000000000,1.0000000000,0.0000000000,0.0000000000
1038.0000000000,1.0000000000,0.0000000000,0.0000000000
1039.0000000000,1.0000000000,0.0000000000,0.0000000000
1040.0000000000,1.0000000000,0.0000000000,0.0000000000
1041.0000000000,1.0000000000,0.0000000000,0.0000000000
1042.0000000000,1.0000000000,0.0000000000,0.0000000000
1043.0000000000,1.0000000000,0.0000000000,0.0000000000
1044.0000000000,1.0000000000,0.0000000000,0.0000000000
1045.0000000000,1.0000000000,0.0000007783,0.0000046694
1046.0000000000,1.0000000000,0.0000000000,0.0000000000
1047.0000000000,1.0000000000,0.0000000000,0.0000000000
1048.0000000000,1.0000000000,0.0000000000,0.0000000000
1049.0000000000,1.0000000000,0.0000007783,0.0000046694
1050.0000000000,1.0000000000,0.0000000000,0.0000000000
1051.0000000000,1.0000000000,0.0000000000,0.0000000000
1052.0000000000,1.0000000000,0.0000000000,0.0000000000
1053.0000000000,1.0000000000,0.0000000000,0.0000000000
1054.0000000000,1.0000000000,0.0000003935,0.0000033623
1055.0000000000,1.0000000000,0.0000049263,0.0000123995
1056.0000000000,1.0000000000,0.0000000000,0.0000000000
1057.0000000000,1.0000000000,0.0000000000,0.0000000000
1058.0000000000,1.0000000000,0.0000000000,0.0000000000
1059.0000000000,1.0000000000,0.0000011590,0.0000056911
1060.0000000000,1.0000000000,0.0000007783,0.0000046694
1002.0000000000,2.0000000000,0.0000000000,0.0000000000
1003.0000000000,2.0000000000,0.0005560604,0.0002839846
1004.0000000000,2.0000000000,0.0301239098,0.0099914126
1005.0000000000,2.0000000000,0.0000000000,0.0000000000
1006.0000000000,2.0000000000,0.0354880831,0.0085481557
1007.0000000000,2.0000000000,0.0000128959,0.0000252485
1008.0000000000,2.0000000000,0.0639908160,0.0095891854
1009.0000000000,2.0000000000,0.0000000000,0.0000000000
1010.0000000000,2.0000000000,0.0005619017,0.0003014902
